Data As Of,Start Date,End Date,Group,Year,Month,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions,Flag
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Sepsis,Sepsis,A40-A41,45-54,48,48,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Sepsis,Sepsis,A40-A41,55-64,98,98,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Sepsis,Sepsis,A40-A41,65-74,159,159,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Sepsis,Sepsis,A40-A41,75-84,142,142,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Sepsis,Sepsis,A40-A41,85+,116,116,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Sepsis,Sepsis,A40-A41,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Sepsis,Sepsis,A40-A41,All Ages,600,600,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,26,42,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,73,99,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,179,239,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,244,314,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,189,237,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,725,948,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Diabetes,Diabetes,E10-E14,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Diabetes,Diabetes,E10-E14,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Diabetes,Diabetes,E10-E14,35-44,22,22,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Diabetes,Diabetes,E10-E14,45-54,87,87,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Diabetes,Diabetes,E10-E14,55-64,243,245,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Diabetes,Diabetes,E10-E14,65-74,360,363,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Diabetes,Diabetes,E10-E14,75-84,440,445,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Diabetes,Diabetes,E10-E14,85+,324,325,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Diabetes,Diabetes,E10-E14,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Diabetes,Diabetes,E10-E14,All Ages,1481,1492,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Obesity,Obesity,E65-E68,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Obesity,Obesity,E65-E68,25-34,19,19,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Obesity,Obesity,E65-E68,35-44,41,41,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Obesity,Obesity,E65-E68,45-54,81,81,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Obesity,Obesity,E65-E68,55-64,126,128,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Obesity,Obesity,E65-E68,65-74,139,141,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Obesity,Obesity,E65-E68,75-84,77,77,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Obesity,Obesity,E65-E68,85+,21,21,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Obesity,Obesity,E65-E68,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Obesity,Obesity,E65-E68,All Ages,506,510,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Alzheimer disease,Alzheimer disease,G30,0-24,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Alzheimer disease,Alzheimer disease,G30,25-34,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Alzheimer disease,Alzheimer disease,G30,35-44,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Alzheimer disease,Alzheimer disease,G30,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Alzheimer disease,Alzheimer disease,G30,55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Alzheimer disease,Alzheimer disease,G30,65-74,38,38,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Alzheimer disease,Alzheimer disease,G30,75-84,162,163,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Alzheimer disease,Alzheimer disease,G30,85+,335,337,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Alzheimer disease,Alzheimer disease,G30,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Alzheimer disease,Alzheimer disease,G30,All Ages,541,544,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,25,25,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,106,106,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,369,369,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,697,700,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,1201,1204,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Renal failure,Renal failure,N17-N19,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Renal failure,Renal failure,N17-N19,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Renal failure,Renal failure,N17-N19,35-44,36,37,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Renal failure,Renal failure,N17-N19,45-54,73,76,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Renal failure,Renal failure,N17-N19,55-64,169,175,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Renal failure,Renal failure,N17-N19,65-74,241,264,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Renal failure,Renal failure,N17-N19,75-84,262,280,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Renal failure,Renal failure,N17-N19,85+,285,303,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Renal failure,Renal failure,N17-N19,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,Renal failure,Renal failure,N17-N19,All Ages,1074,1143,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,17,42,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,19,41,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,38,68,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,64,113,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,107,193,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,114,228,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,367,705,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,18,43,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,40,70,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,142,257,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,292,550,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,654,1170,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,1065,1911,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,1343,2343,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,1317,2228,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,4871,8572,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,COVID-19,COVID-19,U071,0-24,32,32,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,COVID-19,COVID-19,U071,25-34,77,77,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,COVID-19,COVID-19,U071,35-44,235,235,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,COVID-19,COVID-19,U071,45-54,515,515,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,COVID-19,COVID-19,U071,55-64,1164,1164,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,COVID-19,COVID-19,U071,65-74,1850,1850,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,COVID-19,COVID-19,U071,75-84,2401,2401,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,COVID-19,COVID-19,U071,85+,2692,2692,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,COVID-19,COVID-19,U071,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Oregon,COVID-19,COVID-19,U071,All Ages,8966,8966,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Pennsylvania,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,35,38,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Pennsylvania,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,129,136,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Pennsylvania,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,382,406,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Pennsylvania,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,1089,1126,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Pennsylvania,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,2793,2913,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Pennsylvania,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,4986,5167,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Pennsylvania,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,5795,5947,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Pennsylvania,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,6000,6109,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Pennsylvania,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Pennsylvania,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,21209,21842,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Pennsylvania,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
4/30/2023,1/1/2020,4/29/2023,By Total,,,Pennsylvania,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,21,21,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Pennsylvania,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,32,32,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Pennsylvania,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,125,127,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Pennsylvania,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,510,537,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Pennsylvania,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,1160,1236,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Pennsylvania,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,1578,1646,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Pennsylvania,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,1353,1396,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Pennsylvania,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Pennsylvania,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,4784,5000,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Pennsylvania,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,14,14,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Pennsylvania,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,49,49,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Pennsylvania,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,117,117,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Pennsylvania,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,339,339,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Pennsylvania,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,796,796,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Pennsylvania,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,1090,1090,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Pennsylvania,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,765,765,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Pennsylvania,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,525,525,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Pennsylvania,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0,0,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Pennsylvania,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,3695,3695,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Pennsylvania,Respiratory diseases,Respiratory failure,J96,0-24,49,51,
4/30/2023,1/1/2020,4/29/2023,By Total,,,Pennsylvania,Respiratory diseases,Respiratory failure,J96,25-34,129,130,
